0,1,2,3,4,5,falcon-40b-baseline_correct,falcon-40b-baseline_choiceA_probs,falcon-40b-baseline_choiceB_probs,falcon-40b-baseline_choiceC_probs,falcon-40b-baseline_choiceD_probs
Which of the following protocols is usually associated with hyperinflation?,A rapid decrease in total spending,A rapid increase in money supply,A slow increase in exports,A slow increase in labor productivity,B,True,0.0603,0.907,0.013885,0.01854
In which century was the greatest number of chemical elements discovered?,17th,18th,19th,20th,C,False,0.1635,0.3054,0.2769,0.2542
"The term ""Cold War"" refers to the",race between the United States and the Soviet Union to claim ownership of Antarctica,contest between the United States and the European Union for economic domination in the West,struggle between the United States and the Soviet Union to gain political hegemony in world affairs,competition between the Soviet Union and China for the resources of the Pacific Rim,C,True,0.01477,0.009995,0.9614,0.01377
Which of the following articles of clothing has a hood?,Parka,kilt,lederhosen,sarong,A,True,0.956,0.0185,0.00959,0.01607
Which of these measurements is equal to one square foot?,50 square inches,77 square inches,100 square inches,144 square inches,D,True,0.0994,0.10504,0.2747,0.521
Which of the following is a disorder in ruminants that is characterized by an excessive accumulation of gas in the rumen?,Agalactia,Bloat,Bovine pleuropneumonia,Grass tetany,B,True,0.01323,0.946,0.01214,0.0289
"_Whenever the mood strikes her_, Angela takes a short walk around the block. In the sentence above, the underlined portion can best be described as",an adjective clause,a relative clause,a subordinate clause,an independent clause,C,False,0.181,0.3877,0.3184,0.11285
"What term is used to describe a""group of geese?",gaggle,gang,gander,grist,A,True,0.9546,0.01898,0.01274,0.01367
If you dial '411' on a telephone who are you calling?,the police,the White House,directory assistance,Moviefone,C,True,0.003548,0.005894,0.9834,0.007
Which of these are not legumes?,beans,peas,radishes,peanuts,C,True,0.010635,0.01324,0.939,0.0374
"In 1989 scientists from Norway discovered that there are far more viruses in oceans lakes, and streams than previously believed. How many viruses did they find that a milliliter of natural water might contain?",up to 250,up to 25000,up to 2500000,up to 250000000,D,True,0.102,0.1783,0.1748,0.545
Which company holds an annual self-named 'Bake-Off'?,Betty Crocker,Duncan Hines,Pillsbury,Keebler,C,True,0.2766,0.09906,0.5854,0.03864
Which of the following fiscal policy actions is most expansionary?,Increasing both government spending and taxes,Increasing government spending and decreasing taxes,Decreasing government spending and increasing taxes,Decreasing both government spending and taxes,B,True,0.0905,0.752,0.06125,0.0964
Which of the following steps should be taken first to effectively present new information to coworkers?,Analyzing the audience,Determining the objective,Creating three to five key messages,Choosing a communication tool,B,False,0.663,0.1785,0.06003,0.0982
What is the name of the character Played by Woody Allen in the 1967 James Bond film 'Casino Royale'?,Dr Evil,Q,Little Jimmy Bond,M,C,False,0.1008,0.163,0.2524,0.4836
Which of the following is generally the first step taken in a large-scale commercial construction venture?,Filing applications for building permits and variances,Ordering the materials needed for the building foundation,Drafting a contract that spells out the details of the building plan,Holding a discussion between the developer and the designer/contractor about the scope of the construction,D,False,0.6733,0.05273,0.02802,0.2458
How many eyes does a Giraffe have?,one,two,three,four,B,False,0.1051,0.1986,0.3367,0.3596
What pro wrestler grapples with Sylvester Stallone in the movie-'Rocky III'?,Dolph Lundgren,Hulk Hogan,Andre the Giant,The Iron Sheik,B,False,0.138,0.1697,0.39,0.3025
Which of the following activities will be most effective in introducing kindergartners to the concept of how plants transport water?,Demonstrating that a celery stalk can be peeled lengthwise but not crosswise,Placing celery stalks in water colored with a dye and observing the results,Collecting rainwater in a rain gauge and comparing the amount of rainfall to a plant's growth rate,"Planting bean seeds in paper cups, placing them on the windowsill, and watering them daily",B,False,0.1415,0.3162,0.0999,0.4424
What is the function of mitochondria in the cell?,To generate energy,To process waste,To kill viruses or other antigens,To repair damage,A,True,0.968,0.01338,0.00957,0.009056
Which of these is not one of the four basic forces in nature?,electromagnetic,gravitational,nuclear,centrifugal,D,True,0.0457,0.007458,0.0747,0.872
Which of these is a slang term for 'police'?,fuzz,shrinks,bean counters,aardvarks,A,True,0.955,0.02373,0.01103,0.0102
What is the name of the fruit that is half tangerine and half grapefruit?,graperine,tangefruit,tangelo,kumquat,C,True,0.00775,0.00899,0.961,0.02225
What are the Smothers Brothers'(first names?,Frank and Bill,Tom and Dick,Dave and George,Ed and Pete,B,False,0.411,0.3374,0.02902,0.2225
Which of the following great apes (the Hominidae) is NOT native to Africa?,Gorilla,Human,Chimpanzee,Orangutan,D,True,0.04852,0.1875,0.03665,0.7275
In the movie 'Star Wars' what kind of creature is Chewbacca?,Woolie,Woobie,Wookiee,Klingon,C,True,0.00467,0.003414,0.981,0.0112
In the film 'Easy Rider' what emblem is on the back of Peter Fonda's leather jacket?,peace symbol,American flag,two white doves,Harley-Davidson logo,B,False,0.6704,0.1289,0.0693,0.1315
What are the tallest trees on Earth?,Coast Redwood,Coast Douglas Fir,Giant Sequoia,Sitka Spruce,A,True,0.4739,0.038,0.2627,0.2256
Which of these painting tools has bristles on it?,Easel,Knife,Brush,Palette,C,True,0.0128,0.01104,0.9634,0.01301
Astronaut John Glenn served as a pilot in what branch of the military?,Army,Air Force,Marines,Navy,C,False,0.1114,0.261,0.07275,0.5547
On the TV show 'CHiPs' what was Officer Frank Poncherello's-nickname?,Franky,Ponch,Chipper,Hot Dog,B,True,0.04138,0.881,0.0245,0.0531
Which of the following criteria is the most important when assessing reading comprehension?,Ability to spell inventively,Ability to decode new words,Ability to identify the main idea,Ability to recognize rhyming patterns,C,True,0.014626,0.0862,0.884,0.01521
Which of these games is not played with cards?,baccarat,rummy,craps,solitaire,C,True,0.011116,0.00922,0.863,0.11676
In American football how many points is a touchdown worth?,two,three,six,seven,C,False,0.1748,0.6006,0.1616,0.0628
What is the most likely impact of an increase in interest rates?,Investment levels diminish,Employment increases,The value of the U.S. dollar increases,Mortgage rates decline,A,True,0.651,0.0964,0.1932,0.0594
Whose profile can you see on the front of dimes that are currently in circulation?,George Washington,Thomas Jefferson,Benjamin Franklin,Franklin Roosevelt,D,False,0.695,0.0997,0.129,0.0767
Who is considered the owner of a 'publicly held' company?,the CEO,the stockholders,the president,the government,B,True,0.02069,0.8325,0.02084,0.1257
Which of the following candies is traditionally fruit flavored?,M&M's,Skittles,Reese's Pieces,Junior Mints,B,True,0.1404,0.4844,0.10034,0.275
In 1926 the Harlem Globetrotters basketball team was formed in what city?,Boston,Philadelphia,Chicago,New York City,C,False,0.02197,0.02065,0.10986,0.8477
Which of the following steps in the design of a dog house would be earliest?,Acquiring all the tools necessary for the building,Purchasing all the materials for building the structure,"Identifying the color, shape, and style of the exterior surface",Accessing the measurements of the dog and all the interior materials,D,False,0.4504,0.3193,0.07526,0.155
What was the name of the 1999 art exhibit that sparked a national debate about censorship?,Sticks & Stones',Pulsation',Black & White',Sensation',D,True,0.06238,0.0159,0.02641,0.8955
What was the title of Beethoven's only completed opera?,Faust',The Silence',Immortal Beloved',Fidelio',D,True,0.03082,0.01357,0.011696,0.944
What is the name of the StarKist tuna mascot?,Charlie,Sam,Al,Morris,A,False,0.2725,0.1287,0.1282,0.4707
Which of the following groups was converted to Christianity in the tenth century C.E. by missionaries from the Byzantine Empire?,Franks,Visigoths,Russians,Anglo-Saxons,C,False,0.1204,0.2482,0.02687,0.6045
Which of these words is an adverb?,hurried,fast,speedy,quickly,D,True,0.06073,0.07043,0.04013,0.8286
On which part of a car would you find the 'caliper'?,battery,engine,radiator,brakes,D,True,0.00694,0.00774,0.0105,0.9746
Which of these plants is the national emblem of Scotland?,ivy,thistle,rose,linden,B,True,0.014626,0.9375,0.02979,0.0182
How much does it cost to air condition all American automobiles for a year (as of 2018)?,$10m,$100m,$1 billion,$10 billion,C,False,0.1459,0.1635,0.2683,0.4224
What fictional character claims to be 'smarter than the average bear'?,Paddington Bear,Fozzie Bear,Smokey Bear,Yogi Bear,D,True,0.03284,0.02943,0.04315,0.8945
If you are truly afraid of the dark what do you suffer from?,hypnophobia,cryptophobia,hadephobia,nyctophobia,D,True,0.0278,0.03177,0.01956,0.921
Which of the following is a way in which Congress can influence the federal bureaucracy?,Increasing or decreasing departmental salaries,Appropriating funds,Appointing agency heads,Dismissing cabinet secretaries,B,True,0.0679,0.624,0.2341,0.074
What country was once ruled by shoguns?,China,Japan,North Korea,Taiwan,B,True,0.007584,0.97,0.010445,0.01183
On what continent can you find tigers in the wild?,Africa,Asia,Europe,South America,B,True,0.0393,0.888,0.03638,0.03638
"The construction of a transportation network that included roads, canals, and steamboats that took shape in the United States in the early decades of the nineteenth century had which of the following effects in the years before the Civil War?",It decreased the need for immigrant labor.,It stimulated the development of a market revolution.,It weakened the plantation system in the southern states.,It transformed the United States into an international military power.,B,True,0.0988,0.7104,0.1472,0.04367
What is the more common name for the disease 'pertussis'?,whooping cough,tennis elbow,black lung,German measles,A,True,0.9688,0.01192,0.01019,0.00893
The primary purpose of a Supervised Agricultural Experience ( SAE ) program is to,provide a basis for students to apply for and win proficiency awards,provide students with an income to be used to learn money management skills,"give students a chance to earn enough money to qualify for local, state, and national FFA degrees",allow students to apply skills learned in the classroom and learn new skills in a specialized area,D,True,0.02533,0.02399,0.03278,0.918
An early-nineteenth-century railroad steam engine is an excellent example of which of the following power systems?,Internal combustion engine,External combustion engine,Rotary engine,Reaction engine,B,True,0.03268,0.8867,0.03119,0.04944
With which of the following statements would both Thomas Hobbes and John Locke most probably have agreed?,Government authority is created as the result of a social contract.,Government must enforce religious law to prevent moral decay.,Government must enforce the majority's will regardless of the wishes of the minority.,Government must bend to the will of the educated minority.,A,True,0.9155,0.02989,0.02023,0.03415
In the classic song 'Take Me Out to the Ballgame' for whom do we 'root root root'?,the umpire,the home team,the bat boy,Mighty Casey,B,True,0.02315,0.889,0.01003,0.0777
Who was Charlie McCarthy?,a US senator,a Chicago gangster,a famous baseball pitcher,a wooden dummy,D,True,0.00591,0.00867,0.007072,0.9785
How many states were in the Confederate States of America?,11,13,16,22,A,False,0.2986,0.405,0.1869,0.10944
Who were the Chicago Seven?,war protesters,bluegrass musicians,bank robbers,mobsters,A,True,0.978,0.009186,0.004726,0.00804
Which dwarf planet is closest to the Sun?,Pluto,Eris,Ceres,Makemake,C,True,0.10565,0.126,0.686,0.0823
What company makes perfumes called 'Beautiful' and 'Pleasures'?,Estee Lauder,Ralph Lauren,Elizabeth Arden,Calvin Klein,A,True,0.713,0.05695,0.06155,0.1687
What nationality was Karl Marx?,Russian,German,Danish,English,B,True,0.01171,0.945,0.01434,0.0292
In America what is the main ingredient in pepperoni?,Fish,pepper,wheat,meat,D,True,0.01201,0.0753,0.0198,0.893
A student in the process of solving a fabrication problem in the manufacturing laboratory asks the teacher what assembly procedures should be used. The teacher's best response would be to,give an opinion as to the best assembly procedure for the particular problem,suggest two or three possible assembly procedures and have the student select one,place the responsibility completely on the student for making the judgment,use leading questions to help the student review and analyze the relative merits of several assembly procedures,D,True,0.05975,0.2391,0.04074,0.66
"If the government places a price ceiling on leather garments that is below the equilibrium price, which of the following will occur in the market for leather garments?",There will be a shortage.,There will be a surplus.,The demand curve for leather garments will shift leftward.,The supply curve for leather garments will shift rightward.,A,False,0.309,0.3687,0.10645,0.2158
"During President Dwight Eisenhower's administration in the 1950s, the federal government promoted significant changes in transportation in the United States by",establishing generous subsidies for urban mass transit,sponsoring research to develop less polluting automobiles,funding the construction of the interstate highway system,funding the establishment of a national railroad passenger system,C,True,0.0727,0.0156,0.816,0.0956
Animals in which of the following groups may have a backbone and a spinal cord?,Mollusks,Chordates,Invertebrates,Echinoderms,B,True,0.0293,0.9043,0.03427,0.03192
Which of the following statements best illustrates active listening on the part of a second-grade teacher who is helping a student solve a personal problem?,"I have gathered the facts, and I know what really happened.","I understand you, and I know what is best for you.",I believe you understood the class rules.,I respect you as a person with your own ideas and feelings.,D,True,0.02417,0.02939,0.01796,0.9287
Which of the following stages is the first step in the writing cycle?,Outlining,Brainstorming,Publishing,Editing,B,True,0.08435,0.8823,0.01548,0.01768
Which of these is a government agency established to protect investors?,AAA,NBA,SEC,MADD,C,True,0.00673,0.005157,0.9756,0.01257
What character did Woody replace on the TV show 'Cheers'?,Coach,Diane,Norm,Frasier,A,True,0.5264,0.0985,0.294,0.0813
Which of the following rocks would most likely form from the metamorphism of a shale?,Granite,Quartzite,Schist,Marble,C,True,0.07764,0.1649,0.4885,0.2688
"Which of the following states of matter is characterized by a closely packed arrangement of particles, resulting in a stable, definite shape and definite volume?",Solid,Liquid,Gas,Plasma,A,True,0.8516,0.1083,0.0234,0.01674
How old is the Earth approximately?,"50,000 years",300 million years,4.5 billion years,no one knows,C,True,0.005524,0.01081,0.893,0.0905
"As part of a staffing strategy, a human resources manager hires new personnel through a hidden market. Which of the following best represents the use of a hidden market?",Posting the job opening to a social media Web site,Advertising the job opening on job posting Web sites,Receiving a recommendation from a current employee,Participating in a career fair at a local community college,C,False,0.1938,0.2017,0.268,0.3364
What liqueur is used to make a Pink Lady cocktail pink?,grenadine,schnapps,triple sec,pernod,A,True,0.8203,0.05695,0.0743,0.0483
What is the proper nautical use of an anchor?,to catch large fish,to calculate water depth,to hold a ship in place,to damage other boats,C,True,0.003317,0.004097,0.975,0.01724
In ice hockey which of the following is not a penalty?,hooking,charging,carving,butt-ending,C,True,0.01367,0.005566,0.9326,0.0481
"Ethan, a new preschool student, does not talk or play with other students during center time. Which of the following strategies will best help him develop interpersonal relationships?",Demonstrating empathy for Ethan when there is a conflict during center time,Modeling how to show appropriate affection in the classroom,Encouraging students to name and discuss their feelings throughout the day,Identifying a student to be Ethan's partner and participate in center time with him,D,False,0.04248,0.02742,0.6543,0.276
If a business files under Chapter 11 what is it doing?,declaring bankruptcy,selling stock,buying a smaller,company suing the government,A,True,0.9775,0.009735,0.00729,0.005505
How many $100 bills does it take to equal one million dollars?,one thousand,five thousand,ten thousand,one hundred thousand,C,False,0.2573,0.172,0.2676,0.3032
A prekindergarten teacher is planning a lesson with a teaching objective of categorizing geometric objects by type of shape. Which of the following actions must children be able to perform successfully before the teacher teaches the lesson?,Identifying attributes of objects,Recognizing the position of whole numbers,Creating sets of objects using counters,Matching values with their numerical representatives,A,False,0.3682,0.09644,0.4075,0.1278
What former 'Today' show personality played a neighbor on the TV sitcom 'The Hogan Family'?,Jane Pauley,Willard Scott,Deborah Norville,Joe Garagiola,B,True,0.1268,0.5513,0.1748,0.1472
"If one party to a contract is forced to sign, the contract is defined as",enforceable,executory,unilateral,voidable,D,False,0.11523,0.537,0.03354,0.3145
What was the name of the first ship to sail around the world?,Triton,Victoria,Magellan,Elizabeth II,B,False,0.2268,0.2502,0.4822,0.04083
Which of the following was a direct result of the First Opium War of 1839-1842?,The Chinese commissioner of trade in Canton (Guangzhou) banned the opium trade in that city.,China was forced to open some of its ports to international trade.,Chinese revolutionaries toppled the Qing dynasty.,Chinese leaders set out to remake their economy along Western lines.,B,True,0.11505,0.789,0.02078,0.0749
What animal is considered sacred in India?,Sheep,Cow,Chicken,Dog,B,True,0.02483,0.921,0.02748,0.02684
In computer terminology what does the acronym 'FTP' stand for?,file transfer protocol,full time portal,full text processor,free to print,A,True,0.9707,0.0129,0.0088,0.007767
What is the art of elegant handwriting called?,calligraphy,engraving,decoupage,lithography,A,True,0.973,0.01225,0.007607,0.006927
By what collective name do Christians refer to God the Father God the Son and the Holy Ghost?,the Trio,the Troika,the Triumvirate,the Trinity,D,True,0.00676,0.0065,0.006813,0.98
In what year did the United States last win an Olympic gold medal in men's ice hockey?,1976,1980,1984,1988,B,False,0.2473,0.2157,0.2612,0.276
What term describes the passing of genetic traits from one generation to the next?,heredity,heresy,homogeneity,hemoglobin,A,True,0.9805,0.00961,0.005066,0.004612
Modern computer microchips are primarily composed of what element?,Sodium,Silicon,Aluminum,Silver,B,True,0.004944,0.9644,0.01808,0.01272
The film 'Stand By Me' is based on a novel by what author?,Anne Proulx,Stephen King,Dean Koontz,Frank McCourt,B,True,0.02606,0.853,0.02045,0.10065
What kind of car did Burt Reynolds drive in the movie 'Smokey and the Bandit'?,Lamborghini,Camaro,Corvette,Transam,D,True,0.02257,0.0658,0.03442,0.8774
Which of the following is the best description of traditional phonics instruction?,Students study lists of high-frequency words in order to increase reading speed and comprehension.,"Students are taught individual letter sounds first, followed by letter combination sounds and the rules of putting these combinations together to make words.","Students are immersed in written language, and encouraged to decode entire words using context clues.",Students analyze patterns of organization and syntax as a way of learning to recognize common structures.,B,True,0.01144,0.9556,0.01799,0.0148
Who composed the 'Moonlight Sonata'?,Mozart,Handel,Bach,Beethoven,D,True,0.01167,0.006702,0.01752,0.964
The first commercial radio station was located in what city?,Chicago,Austin,Pittsburgh,Cleveland,C,True,0.3003,0.1385,0.3171,0.2441
Which of these is not a position on an American football team?,quarterback,tight end,striker,free safety,C,True,0.005596,0.00887,0.952,0.03323
Which of these is not a type of primate?,baboon,marmot,orangutan,chimpanzee,B,True,0.02884,0.873,0.03506,0.063
In 1986 Libyan leader Muammar Qaddafi drew a so-called 'Line of Death' overwhat body of water?,Gulf of Sidra,Gulf of Oman,Red Sea,Persian Gulf,A,True,0.463,0.04898,0.05173,0.4365
What is the nickname of Florida's controversial death row electric chair?,Old Yeller,Old Geezer,Old Smoky,Old Sparky,D,True,0.03085,0.00817,0.02347,0.9375
The dance known as the 'fandango' is of what origin?,Australian,African,Native American,Spanish,D,True,0.003654,0.005234,0.008835,0.9824
In what restaurant can you order a Grand Slam breakfast?,Denny's,McDonald's,Burger King,Hardee's,A,True,0.9307,0.02702,0.0105,0.03183
Which of these minerals is hardest on the Mohs scale?,Corundum,Quartz,Apatite,Calcite,A,True,0.905,0.04758,0.02129,0.02628
Which of the following beverages is brewed from the leaves of a plant?,tea,coffee,ginger ale,wine,A,True,0.932,0.03317,0.01543,0.0192
"According to Erik Erikson, the primary dilemma faced in adolescence is",industry vs. inferiority,identity vs. identity confusion,generativity vs. stagnation,integrity vs. despair,B,True,0.0699,0.7935,0.04306,0.0936
What literary work is the source of the quote 'Abandon every hope all you who enter here'?,Paradise Lost',The Wizard of Oz',The Divine Comedy',Beowulf',C,False,0.5684,0.08093,0.2455,0.10516
What's the popular name of the breakfast meal consisting of sausages wrapped in pancakes?,ducks in a pond,pigs in a blanket,cows in a pasture,dogs in the oven,B,True,0.05844,0.9175,0.014206,0.009766
Which of the following is not a TV cartoon duo?,Chip and Dale,Beavis and Butt-head,Simon and Garfunkel,Tom and Jerry,C,True,0.01326,0.009476,0.9365,0.04053
Which of these is not a 'lock' function on a standard desktop computer keyboard?,print lock,number lock,scroll lock,caps lock,A,True,0.6567,0.1628,0.09503,0.08514
The American patriot Paul Revere was named for his father whose original name was what?,John Paul Revere,Paul Silver,Apollos Rivoire,Paolo Reverini,C,False,0.1803,0.08356,0.3152,0.421
Which of these movies does not star Jim Carrey?,Patch Adams',The Truman Show',Dumb and Dumber',The Mask',A,False,0.273,0.1549,0.1729,0.3994
What is the name of Mario's brother in the 'Super Mario' video games?,Louis,Luigi,Luciano,Zelda,B,True,0.00564,0.9707,0.01373,0.01013
Who wrote the lyrics of the Frank Sinatra anthem 'My Way'?,Frank Sinatra,Kris Krist offerson,Carole King,Paul Anka,D,True,0.0545,0.0402,0.01855,0.8867
In the movie Austin Powers: The Spy Who Shagged Me what is the name of Dr Evil's diminutive clone?,Little Buddy,Mini-Me,Small Fry,Dr Evil Jr,B,True,0.02225,0.9463,0.0168,0.014824
What is the chemical process wherein a solid is turned to a liquid via the application of heat?,distillation,photosynthesis,freezing,melting,D,True,0.01637,0.00761,0.00985,0.9663
In what state is the 1999 movie Magnolia' set?,California,South Carolina,Georgia,Texas,A,False,0.03802,0.0598,0.10175,0.8003
How long is the time on an NBA shot clock?,18 seconds,24 seconds,30 seconds,35 seconds,B,True,0.1439,0.594,0.0959,0.1656
The Pointillist paintings of Georges Seurat are most notable for containing which of the following characteristics?,An expressionistic use of broad brushstrokes and tactile surface texture,Lively figures created through the use of forceful lines,Static figures and a sense of optical surface movement,An emotional use of strident colors with a high degree of simplification,C,False,0.01807,0.01139,0.3032,0.6675
Backgammon is a how many player game?,Two,Three,Four,Six,A,True,0.511,0.174,0.1288,0.1859
According to the children's nursery rhyme what type of ocean did Columbus sail in 1492?,calm,blue,windy,really big,B,True,0.3503,0.481,0.0801,0.0886
Which of these refers to an alcoholic drink laced with a knockout drug?,Zombie,Kamikaze,Mickey Finn,Molotov cocktail,C,True,0.2236,0.0743,0.6914,0.010704
"Students are reading the following passage from the National Park Service's Web site. Ten miles long and nearly 500 feet deep (152.4 m meters), Lake McDonald, the largest lake in the park, is a direct result of glacial carving. High peaks surrounding the lake all show evidence of the power of glaciers to carve even the hardest of rock. The powerful glaciers that carved the broad U-shaped valley that Lake McDonald sits in also carved smaller hanging valleys with wonderful waterfalls that are accessible by numerous hiking trails. Which of the following best identifies the intended audience of the passage?",Scientists researching glacier development,Teachers interested in creating virtual park field trips,Academics studying the historical context of national parks,Families interested in visiting Lake McDonald,D,True,0.019,0.04315,0.03308,0.905
How do you express 3/4 as a decimal?,0.25,0.5,0.75,0.9,C,False,0.563,0.07294,0.2393,0.1251
What tea is known for its distinctive bergamot flavor?,Earl,Grey Darjeeling,English Breakfast,Prince of Wales,A,False,0.2744,0.616,0.02881,0.0808
"Science fiction: readers claim to either love it or loathe it; either they avoid it like poison or they devour favorite works and authors like chocolate addicts gulping down fudge truffles. The author of the passage compares certain readers with ""chocolate addicts"" primarily in order to",suggest that science fiction is not a serious literary genre,indicate the depth of certain readers' feelings about science fiction,explain why some readers consider science fiction to be dangerous,contrast the characteristics of science fiction with those of other literary genres,B,True,0.05533,0.7915,0.04498,0.10834
Which of these foods could contain small amounts of naturally occurring opium?,chocolate truffles,poppy seed bagels,carbonated soda,sesame chicken,B,True,0.1466,0.756,0.04834,0.0491
What is the slowest wind speed a hurricane can have according to the Saffir-Simpson scale?,50 m.p.h.,74 m.p.h.,96 m.p.h.,110 m.p.h.,B,True,0.2603,0.3042,0.1597,0.276
In which of the following bands did Jimmy Page not play guitar?,Bad Company,The Firm,Led Zeppelin,The Yardbirds,A,True,0.5015,0.1622,0.1803,0.156
Which of these magazines does not focus on natural science?,Tiger Beat,Outside,National Geographic,Smithsonian,A,True,0.933,0.03023,0.01982,0.01695
Which of the following artists is an English landscape painter who created a poetic sense of changing atmospheric effects by using tiny applications of local color?,John Constable,William Morris,William Hogarth,Joshua Reynolds,A,True,0.9106,0.03265,0.02666,0.02997
A flashing red traffic light signifies that a driver should do what?,stop,speed up,proceed with caution,honk the horn,A,True,0.9536,0.02075,0.01566,0.009796
Which composer was famous for writing approximately 600 lieder?,Schubert,Beethoven,Liszt,Mozart,A,True,0.945,0.02608,0.0171,0.01203
"Students in a fourth-grade science class are learning about processes that change Earth's surface. Which of the following is the best example of an agent that gradually shapes Earth's surface by taking bits of rock, soil, and other substances away from their original locations and depositing them in other locations?",Fire,Lightning,Water,Sunlight,C,True,0.037,0.02644,0.803,0.1332
What country does Bordeaux wine come from?,France,Spain,Australia,United States,A,True,0.9683,0.01414,0.006836,0.01101
What is the loudest animal on earth?,African elephant,sperm whale,blue whale,Indian elephant,C,False,0.1836,0.544,0.1829,0.0895
Which of these household pets should be vaccinated for parvovirus?,hamster,cat,dog,bird,C,True,0.02597,0.04968,0.898,0.02638
Which color is not considered to be one of the primary colors of light?,red,yellow,green,blue,B,True,0.2976,0.5083,0.1121,0.0817
If someone has cataracts what part of their body might need an operation?,ear,hand,eye,knee,C,True,0.01038,0.00416,0.9756,0.01006
"""I counted seven ministers all preaching at once . . . . Some of the people were singing, others praying, some crying for mercy in the most piteous accents."" The quotation above describes group participation in an event that was most characteristic of which of the following?",A meeting of the Pennsylvania Quakers during the time of the Revolution,A frontier camp meeting of the Second Great Awakening during the early nineteenth century,A presentation to a Chautauqua Assembly during the late nineteenth century,A convention of the Women's Christian Temperance Union during the late nineteenth century,B,True,0.05835,0.5635,0.1605,0.2177
In baseball how many balls make a walk?,one,two,three,four,D,False,0.3599,0.2532,0.1881,0.1987
What term describes a tribe that has no set homeland and wanders from place to place?,Nomadic,Pedantic,Schematic,Cathartic,A,True,0.9834,0.00838,0.004017,0.004448
What is the official language of The Netherlands?,Danish,Swedish,German,Dutch,D,True,0.01611,0.01032,0.0516,0.922
Which of these foods is not traditionally considered kosher?,citrus fruits,barley,chicken,shellfish,D,True,0.1935,0.1334,0.3103,0.3628
The use of inexpensive labor in Asian countries by footwear companies based in the United States and Europe is an example of which of the following?,Primary economic activity,Global division of labor,Intervening opportunity,Global-local continuum,B,True,0.01569,0.915,0.02318,0.04608
Which one of the following instruments is used to measure humidity?,anemometer,ammeter,hygrometer,barometer,C,True,0.008255,0.005676,0.947,0.0391
"Jacques, Hedwig, and Reyes want to form a business entity through which they can raise capital by selling equity shares to the public. Which of the following business structures should they adopt?",LLC,PC,Corporation,LLP,C,True,0.04553,0.01854,0.88,0.05624
In the Arthurian legend who is married to Guinevere?,Merlin,King Arthur,Lancelot,Camelot,B,True,0.09924,0.524,0.3357,0.0409
What does the 'ROM' in CD-ROM stand for?,Really Obscure Memory,Run-Other Memory,Random Object Memory,Read-Only Memory,D,True,0.00859,0.00801,0.00586,0.9775
In the card game blackjack how much are a queen and a king worth-together?,11,15,20,21,C,False,0.2393,0.1613,0.1217,0.4778
Which of these performers made her film debut in Spike Lee's 'Dothe Right Thing'?,Jennifer Lopez,Rosie Perez,Paula Abdul,Tisha Campbell,B,True,0.11115,0.7803,0.03812,0.0704
"A farmer buys a new tractor for $40,000 and expects to use it for 20 years, after which the tractor will have a salvage value of $10,000. What is the straight-line depreciation that can be taken for the first year of ownership?",1500,1667,2000,2250,A,False,0.2086,0.2421,0.2527,0.2966
In which kind of geometry is the sum of the angles inside a triangle exactly equal to 180 degrees?,elliptical,euclidean,hyperbolic,linear,B,True,0.1328,0.7036,0.09564,0.0678
Which of the following short-run costs always increases as output increases?,Average total cost,Marginal cost,Total fixed cost,Total variable cost,D,False,0.184,0.5312,0.1721,0.1125
"The book announced an insane world of dehumanization through terror in which the individual was systematically obliterated by an all-powerful elite. Its key phrases—Big Brother, doublethink, Newspeak, the Ministry of Peace (devoted to war), the Ministry of Truth (devoted to lies), the Ministry of Love (devoted to torture)—burned their way at once into the modern consciousness. The passage above discusses",E.M. Forster's A Passage to India,Thomas Pynchon's V.,George Orwell's 1984,Flannery O'Connor's The Violent Bear It Away,C,True,0.01619,0.01709,0.9478,0.01877
What is the capital of New Zealand?,Sydney,Wellington,Auckland,Melbourne,B,True,0.01424,0.847,0.0788,0.05994
What popular toy is featured in the film 'The Hudsucker Proxy'?,Beanie Babies,Hula Hoop,Lincoln Logs,Lite Brite,B,False,0.0912,0.2966,0.1953,0.4167
What is the most popular month for weddings in America?,January,May,August,November,C,False,0.1108,0.7397,0.10406,0.04565
Which of the Three Stooges was not related to the others?,Moe,Larry,Curly,Shemp,B,False,0.111,0.12384,0.1971,0.568
What is the name for the thin board used to mix colors while painting?,pestle,easel,shoe,palette,D,True,0.01185,0.009155,0.00814,0.9707
Which of these foods could you catch at sea?,shallot,stollen,scallop,scone,C,True,0.006283,0.00529,0.981,0.00752
If a ring has the number 925 stamped into it it is most likely made of what material?,platinum,gold,steel,silver,D,True,0.01729,0.015144,0.01587,0.9517
Which of the following questions can a student ask to best determine whether an author is using the persuasive technique of pathos in a passage?,Does the author use tone and style to convey authority on the subject to the audience?,Does the author use credible and reliable sources to convince the audience of the argument?,Does the author use facts and sound reasoning to substantiate claims made to the audience?,Does the author use personal connections and stories to appeal to the audience's emotions?,D,True,0.01701,0.011246,0.02806,0.944
During which war did US troops fight the Battle of New Orleans?,American Revolution,Civil War,Mexican War,War of 1812,D,True,0.0185,0.007298,0.01834,0.956
What animal is used to make lard?,pig,cow,snake,chicken,A,True,0.9233,0.05087,0.01118,0.014694
"If the permeability of subsoil is rapid, the subsoil texture is most likely classified as",coarse,medium,fine,silty,A,True,0.3508,0.3232,0.2328,0.0933
